,Company,Date Joined,Industry,City,Continent,Year Founded,Funding,Valuation (March) ($B),Select Investors (March),Valuation (November) ($B),Select Investors (November)
137,Chipone,2021-12-16,Hardware,Beijing,Asia,2008,$1B,3.397312859884837,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",4.73,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment"
138,Collibra,2019-01-29,Data management & analytics,Brussels,Europe,2008,$596M,3.397312859884837,"Index Ventures, Battery Ventures, ICONIQ Capital",5.25,"Index Ventures, Battery Ventures, ICONIQ Capital"
139,Rappi,2018-08-31,"Supply chain, logistics, & delivery",Bogota,South America,2015,$2B,3.397312859884837,"DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",5.25,"DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures"
140,6Sense,2021-03-30,Artificial intelligence,San Francisco,North America,2013,$426M,3.397312859884837,"Venrock, Battery Ventures, Insight Partners",5.2,"Venrock, Battery Ventures, Insight Partners"
141,Cerebral,2021-06-10,Health,San Francisco,North America,2020,$462M,3.397312859884837,"Oak HC/FT Partners, Artis Ventures, WestCap Group",4.8,"Oak HC/FT Partners, Artis Ventures, WestCap Group"
142,Creditas,2020-12-18,Fintech,Sao Paulo,South America,2012,$824M,3.397312859884837,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital",4.8,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital"
143,OneTrust,2019-07-11,Internet software & services,Atlanta,North America,2016,$926M,5.0,Insight Partners,5.1,Insight Partners
144,QuintoAndar,2019-09-09,E-commerce & direct-to-consumer,Campinas,South America,2012,$755M,5.0,"Kaszek Ventures, General Atlantic, SoftBank Group",5.1,"Kaszek Ventures, General Atlantic, SoftBank Group"
145,C6 Bank,2020-12-02,Fintech,Sao Paulo,South America,2018,$2B,3.397312859884837,Credit Suisse,5.05,Credit Suisse
146,Cockroach Labs,2021-01-12,Data management & analytics,New York,North America,2015,$633M,5.0,"Google Ventures, Benchmark, FirstMark Capital",3.1652201257861634,"Google Ventures, Benchmark, FirstMark Capital"
147,Hopper,2021-03-24,Travel,Montreal,North America,2007,$599M,3.397312859884837,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",5.0,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures"
148,Icertis,2019-07-17,Artificial intelligence,Bellevue,North America,2009,$371M,5.0,"Eight Roads Ventures, Greycroft, Ignition Partners",5.0,"Eight Roads Ventures, Greycroft, Ignition Partners"
149,Moon Active,2020-01-26,Mobile & telecommunications,Tel Aviv,Asia,2011,$425M,3.397312859884837,"Insight Partners, Andalusian Capital Partners",5.0,"Insight Partners, Andalusian Capital Partners"
150,OfBusiness,2021-07-31,E-commerce & direct-to-consumer,Gurgaon,Asia,2015,$734M,5.0,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",5.0,"Matrix Partners India, Falcon Edge Capital, SoftBank Group"
151,Ola Electric Mobility,2019-07-02,Auto & transportation,Bengaluru,Asia,2019,$761M,3.397312859884837,"SoftBank Group, Tiger Global Management, Matrix Partners India",5.0,"SoftBank Group, Tiger Global Management, Matrix Partners India"
152,Pine Labs,2020-01-24,FinTech,Noida,Asia,1998,$903M,3.397312859884837,"Sequoia Capital India, Temasek, PayPal Ventures",5.0,"Sequoia Capital India, Temasek, PayPal Ventures"
153,Qonto,2022-01-11,Fintech,Paris,Europe,2016,$704M,5.0,"Alven Capital, Valar Ventures, Tencent Holdings",3.1652201257861634,"Alven Capital, Valar Ventures, Tencent Holdings"
154,SambaNova Systems,2021-04-13,Data management & analytics,Palo Alto,North America,2017,$1B,3.397312859884837,"Walden International, Google Ventures, Intel Capital",5.0,"Walden International, Google Ventures, Intel Capital"
155,WM Motor,2019-03-08,Auto & transportation,Shanghai,Asia,2015,$4B,5.0,"Baidu Capital, Linear Venture, Tencent",5.0,"Baidu Capital, Linear Venture, Tencent"
156,ZEPZ,2021-08-23,Fintech,London,Europe,2010,$655M,5.0,"Accel, Technology Crossover Ventures, LeapFrog Investments",5.0,"Accel, Technology Crossover Ventures, LeapFrog Investments"
157,Abogen,2021-11-29,Health,Suzhou,Asia,2019,$1B,3.397312859884837,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",3.7,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners"
158,Greensill,2018-07-16,Fintech,London,Europe,2011,$2B,3.397312859884837,"SoftBank Group, General Atlantic",4.0,"SoftBank Group, General Atlantic"
159,HyalRoute,2020-05-26,Mobile & telecommunications,,Asia,2015,$263M,4.0,Kuang-Chi,3.1652201257861634,Kuang-Chi
160,Radiology Partners,2018-02-26,Health,El Segundo,North America,2012,$1B,3.397312859884837,"New Enterprise Associates, Starr Investment Holdings",4.0,"New Enterprise Associates, Starr Investment Holdings"
161,Yello Mobile,2014-11-11,Mobile & telecommunications,Seoul,Asia,2012,$216M,4.0,Formation 8,4.0,Formation 8
162,Turing,2021-12-20,Internet software & services,Palo Alto,North America,2018,$128M,4.0,"Foundation Capital, Frontier Ventures, AltaIR Capital",3.1652201257861634,"Foundation Capital, Frontier Ventures, AltaIR Capital"
163,Lenskart,2019-12-20,E-commerce & direct-to-consumer,Faridabad,Asia,2008,$776M,4.0,"Chiratae Ventures, PremjiInvest, Softbank",4.5,"Chiratae Ventures, PremjiInvest, Softbank"
164,Kraken,2019-06-25,Fintech,San Francisco,North America,2011,$119M,3.397312859884837,"Bnk To The Future, Trammell Ventures, SBI Investment",2.92,"Bnk To The Future, Trammell Ventures, SBI Investment"
165,Horizon Robotics,2019-02-27,Artificial intelligence,Beijing,Asia,2015,$2B,4.0,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",3.1652201257861634,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital"
166,MoonPay,2021-11-22,Fintech,Miami,North America,2019,$555M,4.0,"New Enterprise Associates, Coatue Management, Tiger Global Management",3.1652201257861634,"New Enterprise Associates, Coatue Management, Tiger Global Management"
167,Celsius Network,2021-10-12,Fintech,Hoboken,North America,2017,$864M,4.0,"WestCap Group, Caisse de depot et placement du Quebec",3.5,"WestCap Group, Caisse de depot et placement du Quebec"
168,ChargeBee Technologies,2021-04-20,Fintech,Walnut,North America,2011,$468M,3.397312859884837,"Insight Partners, Tiger Global Management, Accel",3.5,"Insight Partners, Tiger Global Management, Accel"
169,Coalition,2021-03-17,Cybersecurity,San Francisco,North America,2017,$505M,3.397312859884837,"Two Sigma Ventures, Flint Capital, Commerce Ventures",5.0,"Two Sigma Ventures, Flint Capital, Commerce Ventures"
170,Commure,2021-09-16,Internet software & services,San Francisco,North America,2017,$542M,4.0,"General Catalyst, HCA Healthcare",3.5,"General Catalyst, HCA Healthcare"
171,Flock Safety,2021-07-13,Hardware,Atlanta,North America,2017,$381M,3.397312859884837,"Matrix Partners, Initialized Capital, Tiger Global Management",3.5,"Matrix Partners, Initialized Capital, Tiger Global Management"
172,Handshake,2021-05-12,Internet software & services,San Francisco,North America,2014,$434M,4.0,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures",3.5,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures"
173,Highspot,2021-02-22,Internet software & services,Seattle,North America,2013,$643M,3.397312859884837,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures",3.5,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures"
174,Indigo Ag,2017-09-26,Artificial intelligence,Boston,North America,2014,$1B,4.0,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",3.1652201257861634,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co."
175,Mirakl,2020-09-22,E-commerce & direct-to-consumer,Paris,Europe,2011,$948M,3.397312859884837,"Elaia Partners, 83North, Felix Capital",3.5,"Elaia Partners, 83North, Felix Capital"
176,Rec Room,2021-03-23,Internet software & services,Seattle,North America,2016,$294M,4.0,"First Round Capital, Sequoia Capital, Index Ventures",3.5,"First Round Capital, Sequoia Capital, Index Ventures"
177,Tekion,2020-10-21,Internet software & services,San Ramon,North America,2016,$435M,4.0,"Airbus Ventures, Index Ventures, Advent International",3.1652201257861634,"Airbus Ventures, Index Ventures, Advent International"
178,Otto Bock HealthCare,2017-06-24,Health,Duderstadt,Europe,1919,$0M,3.397312859884837,EQT Partners,3.52,EQT Partners
179,Outreach,2019-04-16,Internet software & services,Seattle,North America,2011,$489M,3.397312859884837,"Mayfield Fund, M12, Trinity Ventures",4.4,"Mayfield Fund, M12, Trinity Ventures"
180,WeRide,2020-12-23,Auto & transportation,Guangzhou,Asia,2017,$1B,4.0,"Atop Capital, IDInvest Partners, Qiming Venture Partners",4.4,"Atop Capital, IDInvest Partners, Qiming Venture Partners"
181,Applied Intuition,2020-10-22,Data management & analytics,Sunnyvale,North America,2017,$352M,4.0,"Andreessen Horowitz, Lux Capital, General Catalyst",3.1652201257861634,"Andreessen Horowitz, Lux Capital, General Catalyst"
182,Course Hero,2020-02-12,Edtech,Redwood City,North America,2006,$477M,4.0,"NewView Capital, Maveron, Ridge Ventures",3.6,"NewView Capital, Maveron, Ridge Ventures"
183,Relativity,2021-03-18,Internet software & services,Chicago,North America,2001,$125M,4.0,"Silver Lake, ICONIQ Capital",3.6,"Silver Lake, ICONIQ Capital"
184,Whoop,2020-10-28,E-commerce & direct-to-consumer,Boston,North America,2012,$404M,3.397312859884837,"NextView Ventures, Promus Ventures, Two Sigma Ventures",3.6,"NextView Ventures, Promus Ventures, Two Sigma Ventures"
185,Arctic Wolf Networks,2020-10-22,Cybersecurity,Eden Prairie,North America,2012,$498M,4.0,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",4.3,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors"
186,GOAT,2020-09-23,E-commerce & direct-to-consumer,Culver City,North America,2015,$493M,3.397312859884837,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",3.7,"Upfront Ventures, Webb Investment Network, D1 Capital Partners"
187,Noom,2021-05-24,Health,New York,North America,2006,$657M,3.397312859884837,"Qualcomm Ventures, Samsung Ventures, Silver Lake",3.7,"Qualcomm Ventures, Samsung Ventures, Silver Lake"
188,Papaya Global,2021-03-04,Internet software & services,New York,North America,2016,$440M,4.0,"Bessemer Venture Partners, Insight Partners, New Era Ventures",3.7,"Bessemer Venture Partners, Insight Partners, New Era Ventures"
189,Redwood Materials,2021-07-28,Other,Carson City,North America,2017,$792M,4.0,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",3.1652201257861634,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners"
190,ShareChat,2021-04-08,Internet software & services,Bengaluru,Asia,2015,$1B,3.397312859884837,"India Quotient, Elevation Capital, Lightspeed Venture Partners",5.0,"India Quotient, Elevation Capital, Lightspeed Venture Partners"
191,Sorare,2021-09-21,E-commerce & direct-to-consumer,Paris,Europe,2019,$739M,3.397312859884837,"Benchmark, Accel, SoftBank Group",4.3,"Benchmark, Accel, SoftBank Group"
192,VAST Data,2020-04-16,Data management & analytics,New York,North America,2016,$263M,4.0,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",3.1652201257861634,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital"
193,Articulate,2021-07-01,Edtech,New York,North America,2015,$2B,4.0,"Blackstone, ICONIQ Growth, General Atlantic",3.1652201257861634,"Blackstone, ICONIQ Growth, General Atlantic"
194,Dutchie,2021-03-16,E-commerce & direct-to-consumer,Bend,North America,2017,$603M,4.0,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",3.75,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures"
195,FalconX,2021-08-10,Fintech,San Mateo,North America,2018,$324M,3.397312859884837,"Tiger Global Management, American Express Ventures, B Capital Group",8.0,"Tiger Global Management, American Express Ventures, B Capital Group"
196,Guild Education,2019-11-13,Internet software & services,Denver,North America,2015,$379M,3.397312859884837,"General Atlantic, Blackstone, ICONIQ Growth",4.4,"General Atlantic, Blackstone, ICONIQ Growth"
197,Chainalysis,2020-11-23,FinTech,New York,North America,2014,$367M,3.397312859884837,"Addition, Benhcmark, Accel",8.6,"Addition, Benhcmark, Accel"
198,dbt Labs,2021-06-30,Data management and analytics,Philadelphia,North America,2016,$414M,4.0,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",3.1652201257861634,"Andreessen Horowitz, Amplify Partners, Sequoia Capital"
199,Globalization Partners,2022-01-24,Internet software & services,Boston,North America,2012,$350M,4.0,"Vista Equity Partners, Wincove, TDR Capital",3.1652201257861634,"Vista Equity Partners, Wincove, TDR Capital"
200,Intarcia Therapeutics,2014-04-01,Health,Boston,North America,1995,$1B,3.397312859884837,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital",3.8,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital"
201,Relativity Space,2020-11-23,Other,Inglewood,North America,2016,$1B,4.0,"Playground Global, Bond, Tribe Capital",4.2,"Playground Global, Bond, Tribe Capital"
202,StockX,2019-06-26,E-commerce & direct-to-consumer,Detroit,North America,2016,$495M,4.0,"Google Ventures, Battery Ventures, DST Global",3.1652201257861634,"Google Ventures, Battery Ventures, DST Global"
203,ThoughtSpot,2018-05-08,Internet software & services,Sunnyvale,North America,2012,$664M,4.0,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",3.1652201257861634,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital"
204,SSENSE,2021-06-08,E-commerce & direct-to-consumer,Montreal,North America,2003,Unknown,4.0,Sequoia Capital,4.15,Sequoia Capital
205,BitPanda,2021-03-16,FinTech,Vienna,Europe,2014,$546M,4.0,"Speedinvest, Valar Ventures, Uniqa Ventures",4.11,"Speedinvest, Valar Ventures, Uniqa Ventures"
206,Dataminr,2018-06-04,Artificial intelligence,New York,North America,2009,$1B,3.397312859884837,"Venrock, Institutional Venture Partners, Goldman Sachs",4.1,"Venrock, Institutional Venture Partners, Goldman Sachs"
207,Weee!,2021-03-16,"Supply chain, logistics, & delivery",Fremont,North America,2015,$864M,4.0,"Goodwater Capital, iFly, XVC Venture Capital",3.1652201257861634,"Goodwater Capital, iFly, XVC Venture Capital"
208,Medlinker,2018-07-31,Health,Chengdu,Asia,2014,$761M,4.0,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",3.1652201257861634,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China"
209,Hozon Auto,2022-02-22,Auto & transportation,Shanghai,Asia,2014,$2B,3.397312859884837,"HD Capital, Qihoo 360 Technology, China Fortune Land Development",3.95,"HD Capital, Qihoo 360 Technology, China Fortune Land Development"
210,Aurora Solar,2021-05-24,Internet software & services,San Francisco,North America,2013,$523M,4.0,"Fifth Wall Ventures, Energize Ventures, ICONIQ Capital",4.0,"Fifth Wall Ventures, Energize Ventures, ICONIQ Capital"
211,Branch,2018-09-10,Mobile & telecommunications,Redwood City,North America,2014,$667M,4.0,"New Enterprise Associates, Pear, Cowboy Ventures",3.1652201257861634,"New Enterprise Associates, Pear, Cowboy Ventures"
212,Branch,2018-09-10,Mobile & telecommunications,Redwood City,North America,2014,$667M,4.0,"New Enterprise Associates, Pear, Cowboy Ventures",1.05,"American Family Ventures, Greycroft, SignalFire"
213,BrowserStack,2021-06-16,Internet software & services,Dublin,Europe,2011,$250M,3.397312859884837,"Accel, Insight Partners, Bond Capital",4.0,"Accel, Insight Partners, Bond Capital"
214,Cerebras Systems,2018-11-14,Hardware,Los Altos,North America,2016,$720M,3.397312859884837,"Benchmark, Foundation Capital, Sequoia Capital",4.0,"Benchmark, Foundation Capital, Sequoia Capital"
215,ClickUp,2020-12-15,Internet software & services,San Diego,North America,2017,$535M,4.0,"Georgian Partners, Craft Ventures",3.1652201257861634,"Georgian Partners, Craft Ventures"
216,Clubhouse,2021-01-24,Mobile & telecommunications,San Francisco,North America,2020,$110M,4.0,"Andreessen Horowitz, TQ Ventures",4.0,"Andreessen Horowitz, TQ Ventures"
217,Farmers Business Network,2020-08-03,Other,San Carlos,North America,2014,$870M,4.0,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures",3.1652201257861634,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures"
218,Houzz,2014-09-30,E-commerce & direct-to-consumer,Palo Alto,North America,2008,$614M,4.0,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",3.1652201257861634,"New Enterprise Associates, Sequoia Capital, Comcast Ventures"
219,MEGVII,2017-10-31,Artificial intelligence,Beijing,Asia,2011,$1B,4.0,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",4.0,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company"
220,Melio,2021-01-25,Fintech,New York,North America,2018,$504M,3.397312859884837,"Accel, Aleph, American Express Ventures",4.0,"Accel, Aleph, American Express Ventures"
221,Next Insurance,2019-10-07,Fintech,Palo Alto,North America,2016,$881M,4.0,"Zeev Ventures, Ribbit Capital, TLV Partners",4.0,"Zeev Ventures, Ribbit Capital, TLV Partners"
222,Olive,2020-12-01,Internet software & services,Columbus,North America,2012,$856M,3.397312859884837,"Drive Capital, General Catalyst, Ascension Ventures",4.0,"Drive Capital, General Catalyst, Ascension Ventures"
223,Patreon,2020-09-02,Internet software & services,San Francisco,North America,2013,$413M,3.397312859884837,"Index Ventures, Thrive Capital, CRV",4.0,"Index Ventures, Thrive Capital, CRV"
